1,3.356666667
2,4.303333333
3,5.033333333
4,6.236666667
5,7.046666667
6,7.97
7,9.3
8,10.67666667
9,12.4
10,13.42
11,14.40666667
12,15.68333333
13,17.07
14,18.54666667
15,19.83
16,20.62666667
17,21.7
18,23.6
19,24.35666667
20,26.2
21,27.19
22,27.67
23,27.40666667
24,29.32666667
25,29.24
26,30.01333333
27,31.49
28,32.72666667
29,32.86
30,33.63333333
31,34.47
32,34.93
33,36.24333333
34,37.74333333
35,36.84
36,37.82666667
37,39.67333333
38,40.36
39,40.93
40,41.98666667
41,43.36333333
42,44.73666667
43,44.05
44,44.66
45,47.49333333
46,48.16333333
47,47.57333333
48,50.20666667
49,49.50666667
50,50.6
51,51.16333333
52,52.05666667
53,53.04
54,52.25
55,51.56666667
56,52.67666667
57,57.60666667
58,60.01
59,59.74333333
60,59.94
61,60.63
62,61.49666667
63,62.60333333
64,61.39666667
65,62.34666667
66,62.24666667
67,63.66
68,66.21666667
69,65.49
70,66.56
71,68.91666667
72,70.6
73,70.67
74,71.60666667
75,71.19333333
76,70.68
77,72.66
78,71.81333333
79,89.50333333
80,94.28
81,94.76333333
82,94.09666667
83,93.85666667
84,95.65333333
85,95.09666667
86,94.29666667
87,96.16
88,95.02666667
89,95.70333333
90,97.99
91,97.68
92,98.47333333
93,97.11333333
94,96.93
95,96.96666667
96,103.4233333
97,104.92
98,105.3233333
99,105.7133333
100,108.5133333
109,110.27333333333
110,111.82
1,0.54666666666667
1,4.3533333333333
